10.144,9.5697
9.8483,9.4634
7.3532,9.5897
8.4311,9.0824
9.5326,8.1437
6.2101,6.9478
5.4576,7.7037
8.8411,9.6669
9.2348,9.6015
5.8483,6.9995
5.7489,6.6187
8.6224,9.567
8.777,8.9384
9.642,10.503
9.5914,10.306
9.8867,10.14
10.245,9.9761
5.1619,6.5885
8.6691,9.4487
10.477,9.5215
6.806,6.5962
8.5798,10.675
6.3697,7.0656
4.3955,7.6275
8.2323,10.868
6.1583,6.6425
5.4063,7.6188
5.8788,7.0254
8.702,9.5869
6.3316,6.8128
9.2343,11.129
8.9191,9.7297
5.3658,7.463
7.7389,7.3182
5.5872,9.6147
11.238,9.458
6.0189,6.2158
7.0518,7.6483
6.1749,6.9671
7.7311,10.677
5.3083,6.6882
6.286,7.4966
8.6894,9.6343
5.6328,6.8441
9.952,11.414
7.0363,7.1257
7.5723,9.2837
7.3125,7.3187
6.1764,7.7823
7.7856,8.5097
10.697,10.316
10.241,10.521
4.008,7.2501
5.5101,7.8802
8.1946,10.795
9.8545,11.212
5.4434,8.3701
9.76,10.58
7.0338,7.4343
6.9763,5.8771
9.1368,8.9696
5.3603,8.4087
8.2343,10.259
5.5646,7.6433
8.7268,10.289
8.9855,9.4782
5.9779,7.9088
9.586,8.8806
8.9309,11.7
5.7038,6.9902
9.4141,10.8
9.8732,10.796
6.5908,6.4908
8.0545,9.9907
8.4878,8.9293
6.283,6.2975
9.6289,8.9058
8.3507,10.257
4.8884,6.3647
5.3911,6.9426
6.2207,7.2889
5.9078,6.1757
6.9101,10.057
5.9321,5.9948
10.463,10.389
9.7744,11.369
7.7454,7.6964
7.7056,10.55
7.3989,9.3751
6.8534,7.2011
11.388,9.9446
5.1527,6.408
9.799,10.115
4.9132,6.5918
5.8576,7.0256
6.3802,7.2128
10.249,10.956
6.2611,6.9412
6.447,6.7652
8.9852,10.438
8.2963,10.311
7.1315,9.5588
7.126,9.1812
7.0091,9.8287
5.0322,7.7799
6.737,6.1667
8.5244,6.6143
6.7293,8.1332
5.4446,6.7033
4.6655,6.5675
9.0618,10.56
8.3597,8.5055
9.9186,11.184
5.9124,6.6237
6.6856,7.3446
5.5914,7.2369
10.267,9.8458
5.6987,7.8591
6.3582,6.1041
6.6172,5.9099
7.837,9.2103
8.853,9.7405
5.521,5.7393
6.3216,7.0978
5.6438,7.1273
9.6425,10.748
6.2158,7.0069
5.5777,7.5692
7.8652,11.589
8.5126,10.715
9.0794,10.201
7.1,6.5459
7.3572,7.1828
10.61,9.7291
9.0714,9.4156
9.9965,9.6093
9.4212,9.3109
4.6706,6.7161
3.739,6.4187
5.7594,6.8528
4.6394,7.1332
9.0036,9.5064
4.0809,7.4802
5.9387,6.9344
9.1105,10.081
8.8348,9.833
7.156,7.915
8.0068,10.15
4.7266,7.9586
5.8072,7.1868
8.4301,8.6216
7.3757,8.0549
5.8273,6.5179
7.0338,6.5215
9.8947,11.284
5.0418,7.7556
5.329,6.2778
8.8762,9.3184
10.689,9.9439
8.9327,8.8611
7.2087,6.7735
10.834,10.145
7.0902,8.1187
9.6459,9.4124
5.371,6.1645
9.692,10.026
7.4659,10.551
8.8731,10.119
5.1107,8.1871
8.1212,9.1332
10.084,9.8688
9.4005,9.9728
8.134,7.2757
5.6311,7.0111
6.7742,6.439
9.432,10.725
9.3424,10.953
11.674,10.021
6.4736,6.0226
11.014,9.833
7.9192,6.7239
8.0434,10.587
7.8933,10.086
9.1247,8.9479
6.2495,7.0386
8.73,10.184
10.16,10.911
9.3628,8.6331
9.0301,10.397
9.6375,9.9631
10.859,10.853
9.5658,10.256
8.7028,10.629
6.6672,7.4267
4.8443,7.4071
9.3939,9.2928
10.698,9.5089
8.7883,10.529
6.4916,7.7803
7.3822,11.067
5.448,7.5857
8.2666,9.6004
8.225,8.4675
6.5146,6.6286
9.5253,10.024
6.3752,6.7182
5.1788,7.3329
5.6089,6.2644
9.1426,9.5996
6.7016,7.2505
4.2874,6.9372
9.7061,9.4433
8.7824,9.7999
7.7944,7.6902
7.3931,9.945
6.4259,7.0565
4.8166,6.9024
8.5662,9.4369
5.4963,6.1408
9.6239,11.579
5.1023,6.4749
10.059,10.553
5.7862,5.9921
5.11,5.9364
9.0194,9.7083
6.5538,6.93
6.0177,10.647
9.0448,8.7019
10.541,10.534
10.839,10.269
8.0413,6.9561
6.928,9.975
6.219,6.7286
8.4164,10.38
5.0648,5.1476
9.3749,10.669
5.3928,10.524
9.2957,9.957
9.545,11.015
6.7615,7.4911
9.1988,10.834
8.5214,9.4872
9.3892,10.894
5.3883,7.4269
4.9163,6.1704
8.9927,10.16
4.8033,6.3819
7.0657,10.386
9.4471,10.237
4.3772,7.4058
6.851,7.9861
6.3602,6.7915
7.0303,9.9552
7.4101,6.348
7.1966,7.9421
8.3038,9.3288
9.3287,10.189
6.8925,5.5189
8.0015,6.4861
5.071,5.3055
9.9383,9.1554
9.438,11.153
5.5751,7.6453
9.476,10.406
10.524,10.237
4.8225,7.6277
8.1368,10.784
7.53,8.8193
5.1053,7.0447
7.8976,7.4607
9.4735,8.2609
6.3956,7.7736
6.1759,7.0894
8.4446,8.5148
10.459,9.6841
7.5644,10.105
5.3838,7.3745
6.9576,9.7587
8.1952,12.057
5.7046,7.3656
9.2572,9.3897
5.795,7.1628
7.5815,7.0357
8.2885,10.069
7.3233,7.2761
5.2002,7.947
7.9078,7.1011
6.1991,6.7707
8.0806,8.4998
7.8831,8.0466
5.8016,8.2904
5.9877,7.3894
8.1707,10.085
9.5893,9.6412
9.1488,9.2217
7.8459,10.015
10.306,10.427
6.6894,7.5714
9.3039,10.114
6.2194,6.9473
8.5562,10.324
9.167,9.7572
7.6342,10.592
8.44,9.3141
6.747,7.1368
6.2384,5.9661
9.2292,9.3974
5.169,7.6899
9.798,10.386
9.2846,10.757
10.155,9.7147
6.8989,7.5378
7.5522,9.5657
6.2148,5.6486
6.51,7.159
8.2225,10.421
5.1097,7.4331
8.2637,10.053
8.1595,8.9793
5.8961,7.904
7.4219,7.4045
8.6316,10.467
4.5915,6.3236
9.0318,9.8464
8.9249,9.2985
7.7273,10.974
4.6675,5.8674
4.5332,7.19
7.9315,8.915
4.8766,5.9366
5.2747,5.5538
8.9712,10.2
5.5535,7.705
5.2983,6.7297
7.5987,6.9256
8.4598,10.051
3.8055,7.0185
6.7923,7.0623
8.4294,9.1711
4.1498,6.6233
7.8274,9.9109
8.1085,9.9133
8.6416,10.222
10.497,10.792
7.9275,10.383
7.08,7.8748
9.8385,9.8459
5.6897,6.9371
6.5948,7.201
4.8861,7.055
6.4206,6.7033
6.5099,6.4763
6.4383,7.8207
7.7773,10.252
7.8789,9.9195
10.357,8.5508
4.1987,7.68
9.075,8.8636
9.2274,10.797
9.6939,9.9322
5.9873,7.3307
6.9169,7.7655
8.75,8.7601
7.1363,9.2728
8.2442,8.5947
4.6208,6.9682
3.5607,6.1996
5.3398,6.5815
5.896,6.5522
4.0534,5.877
10.403,11.13
8.8834,7.0779
5.6485,6.7067
5.6016,7.4427
7.4375,9.4602
5.8489,7.4851
10.862,10.677
6.3004,6.2991
8.1721,9.4462
9.1058,9.2805
5.8864,6.8823
7.7407,9.9994
6.9972,7.0407
8.9945,10.566
5.6923,7.1686
5.2928,7.7009
5.0607,6.12
6.5805,9.1794
9.8869,9.0251
4.9662,6.3415
5.5949,6.296
8.5752,9.8484
7.2842,7.7386
4.0521,5.9319
7.6424,6.8206
5.9552,7.375
8.7497,10.028
7.3513,9.6196
7.1931,9.5329
9.5403,10.659
9.5509,9.5384
5.5986,6.9881
7.8113,9.7896
7.7064,9.1348
6.8732,7.1587
9.9182,10.265
6.838,7.3661
9.3713,9.5294
5.9184,7.0681
4.8315,6.5718
4.773,7.2931
7.8964,9.0222
7.1395,9.3808
7.937,10.284
7.943,9.1362
11.859,9.6331
9.3808,9.5369
9.3909,11.289
3.3468,5.481
9.0773,9.4978
9.2167,10.513
6.21,7.8099
5.39,7.2626
6.7329,8.0749
10.174,11.299
6.4889,7.4657
6.5252,7.2445
7.3475,9.2441
5.4348,6.8058
9.2931,10.773
10.24,10.895
4.7446,5.7104
8.5818,10.401
6.1702,6.4974
9.9586,9.9
10.571,9.6804
7.0277,7.8597
6.15,5.671
8.5114,11.009
5.9776,6.6142
6.9106,7.0366
10.917,10.718
10.404,10.293
5.7404,6.9437
5.553,7.2748
5.9682,6.883
5.3527,6.8107
5.297,7.616
3.229,7.0556
10.954,11.062
5.4579,6.0058
6.4538,6.5645
5.9765,7.8092
8.4037,11.003
7.5672,9.819
6.153,7.7473
6.6782,7.4204
7.6404,9.4286
8.4215,9.7023
6.2157,7.7485
10.496,10.232
7.1734,6.9365
9.8253,9.1602
6.5317,7.6188
8.9136,10.01
9.3111,10.377
7.0952,7.2549
9.3775,11.011
9.8982,11.177
9.3248,9.6055
8.1135,9.0923
5.5022,7.7551
6.5051,6.9091
6.402,7.2489
4.4773,7.3246
8.7128,10.892
7.4047,7.1612
6.0505,6.7182
10.278,9.8191
7.0814,7.203
6.4138,7.8224
9.762,9.39
5.7723,6.5606
6.7224,8.0139
8.6742,10.049
6.5696,8.1748
9.973,10.217
4.7266,6.8482
6.8613,7.8349
9.0494,10.307
9.4252,10.549
7.6716,7.3688
6.9745,9.3988
7.9634,10.526
6.7242,6.4099
4.9296,7.3488
10.471,9.374
5.7596,8.1484
5.2695,6.6156
4.1243,7.914
8.1164,10.487
10.167,9.3612
3.5733,7.8904
7.4776,9.6365
9.9208,11.392
11.187,9.3138
9.652,9.5217
7.826,10.614
10.135,10.498
9.0841,9.5871
8.9643,10.207
6.9799,7.7121
7.8054,11.657
6.084,8.5863
9.2138,10.785
6.1399,6.9004
9.8683,6.3478
9.0587,9.0123
5.4041,5.7451
6.4128,7.2414
5.5984,5.1008
8.4559,9.8091
8.0434,9.3468
11.046,10.092
7.7088,6.9885
9.245,9.0711
8.6073,10.277
9.1721,10.72
8.5126,11.249
9.9625,9.5282
7.1393,9.2381
8.2876,9.6481
7.2657,9.0998
8.4488,7.0633
5.4357,7.7272
6.4378,6.7784
7.4829,9.9169
9.8469,11.942
6.917,7.0072
6.6502,6.7668
8.7473,7.62
9.5343,10.53
8.5585,9.9984
5.618,7.4973
6.146,6.0958
10.093,9.9221
6.0197,6.4899
11.69,9.9143
6.3439,10.925
9.6115,9.1119
5.3019,6.0602
3.3814,7.6352
3.6921,6.9196
9.5845,9.9715
9.2333,10.798
9.2444,10.45
9.2598,9.6518
7.8246,8.1182
5.8885,7.2542
8.8003,10.053
5.8864,7.9225
6.2451,7.3976
5.2149,6.699
5.4489,7.3548
9.5211,10.236
6.0005,7.1304
9.9615,10.517
4.4253,6.4378
6.6228,6.2807
9.5735,8.9507
9.6223,8.9351
8.8204,9.5983
5.189,7.3078
7.2992,7.0699
3.4682,6.2747
8.9653,7.7972
3.8653,6.6204
5.7933,10.079
5.1456,6.6689
4.8616,7.0027
2.9891,6.121
6.3788,7.2586
8.5847,9.4669
9.3875,7.1341
6.3633,7.437
9.5495,11.147
7.5729,6.1139
6.1565,7.563
9.5908,9.9832
5.0302,7.7168
9.4913,9.4632
6.6636,6.6132
10.062,11.554
6.7813,7.1383
9.7818,9.6212
8.9647,8.8966
6.2171,7.38
4.3836,6.1756
8.0864,6.8741
7.3753,6.8304
7.8983,6.9534
8.7356,9.4637
6.9617,7.0457
4.5516,7.1754
7.674,10.295
4.2342,6.5443
9.2068,8.9917
8.8407,10.739
9.7423,10.223
8.5356,9.9563
9.7223,10.064
6.5959,6.9487
5.1599,7.5101
7.1161,7.8746
8.8567,9.7726
4.5968,6.5498
4.9125,7.2718
8.1487,11.459
6.227,5.8476
11.278,9.2298
3.3712,6.1492
8.0721,10.514
6.2967,6.6128
9.5931,9.5696
9.897,9.9881
7.2733,7.5038
9.057,10.307
6.6083,7.5859
8.2815,9.2794
6.3612,7.4803
5.7073,6.9451
5.8125,6.6851
9.4351,9.362
5.6266,7.0336
8.0093,9.1665
7.054,8.3036
7.0163,7.1032
9.0301,10.597
9.2624,8.5094
6.9336,7.9657
